Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
62.12,37,50671.6,105.86,Re-engineered intangible software,Johnsonview,male,Liechtenstein,18/03/2016 13:00,1
67.35,29,47510.42,118.69,Sharable secondary Graphical User Interface,East Heidi,female,Zimbabwe,28/04/2016 21:58,1
57.99,50,62466.1,124.58,Innovative homogeneous alliance,New Angelview,female,Costa Rica,12/02/2016 08:46,1
66.8,29,59683.16,248.51,Diverse leadingedge website,Lake Brandonview,female,Hungary,11/07/2016 13:23,1
49.13,32,41097.17,120.49,Optimized intermediate help-desk,Morganport,female,Fiji,29/01/2016 00:45,1
45.11,58,39799.73,195.69,Sharable reciprocal project,Browntown,female,Netherlands,05/01/2016 16:26,1
54.35,42,76984.21,164.02,Proactive interactive service-desk,Lake Hailey,female,Sweden,20/06/2016 08:22,0
61.82,59,57877.15,151.93,Open-architected needs-based customer loyalty,Olsonside,male,Barbados,06/02/2016 17:48,1
77.75,31,59047.91,240.64,Multi-lateral motivating circuit,Coxhaven,male,Paraguay,22/06/2016 17:19,0
70.61,28,72154.68,190.12,Assimilated encompassing portal,Meaganfort,female,Italy,16/04/2016 05:24,0
82.72,31,65704.79,179.82,Cross-group global orchestration,North Monicaville,female,Belarus,17/01/2016 05:07,0
76.87,36,72948.76,212.59,Down-sized bandwidth-monitored core,Mullenside,female,South Georgia and the South Sandwich Islands,08/07/2016 22:30,0
65.07,34,73941.91,227.53,Monitored explicit hierarchy,Princebury,male,Anguilla,11/03/2016 00:05,0
56.93,37,57887.64,111.8,Reactive demand-driven strategy,Bradleyside,female,Sierra Leone,10/06/2016 00:35,1
48.86,35,62463.7,128.37,Universal empowering adapter,Elizabethbury,male,Saint Martin,04/01/2016 00:44,1
36.56,29,42838.29,195.89,Team-oriented bi-directional secured line,West Ryan,female,Uganda,01/01/2016 15:14,1
85.73,32,43778.88,147.75,Stand-alone radical throughput,New Tammy,male,Saudi Arabia,10/07/2016 17:24,1
75.81,40,71157.05,229.19,Inverse zero-defect capability,Sanchezland,female,Greenland,27/03/2016 19:50,0
72.94,31,74159.69,190.84,Multi-tiered real-time implementation,Rogerland,female,Venezuela,29/04/2016 13:38,0
53.63,54,50333.72,126.29,Front-line zero-defect array,Vanessaview,male,Liberia,08/01/2016 18:13,1
52.35,25,33293.78,147.61,Mandatory 4thgeneration structure,Jessicashire,male,Mali,05/06/2016 07:54,1
52.84,51,38641.2,121.57,Synergistic asynchronous superstructure,Melissachester,male,Bosnia and Herzegovina,29/06/2016 10:50,1
51.58,33,49822.78,115.91,Vision-oriented system-worthy forecast,Johnsontown,female,Brunei Darussalam,24/04/2016 13:46,1
42.32,29,63891.29,187.09,Digitized radical architecture,New Joshuaport,male,South Georgia and the South Sandwich Islands,14/02/2016 04:14,1
55.04,42,43881.73,106.96,Quality-focused optimizing parallelism,Hernandezside,male,Czech Republic,15/06/2016 05:43,1
68.58,41,13996.5,171.54,Exclusive discrete firmware,New Williamville,male,El Salvador,06/07/2016 12:04,1
85.54,27,48761.14,175.43,Right-sized solution-oriented benchmark,Gilbertville,male,Tokelau,31/03/2016 13:54,0
71.14,30,69758.31,224.82,Assimilated stable encryption,Newmanberg,female,France,21/06/2016 00:52,0
64.38,19,52530.1,180.47,Configurable dynamic secured line,West Alice,male,Gabon,27/05/2016 05:23,0
88.85,40,58363.12,213.96,Cloned optimal leverage,Cannonbury,female,Bulgaria,17/01/2016 18:45,0
66.79,60,60575.99,198.3,Decentralized client-driven data-warehouse,Shelbyport,male,Burkina Faso,07/04/2016 20:34,1
32.6,45,48206.04,185.47,Multi-tiered interactive neural-net,New Henry,female,Mayotte,02/05/2016 18:37,1
43.88,54,31523.09,166.85,Enhanced methodical database,Dustinmouth,male,Somalia,04/06/2016 17:24,1
56.46,26,66187.58,151.63,Ameliorated leadingedge help-desk,South Lisa,female,Albania,07/04/2016 18:52,1
72.18,30,69438.04,225.02,De-engineered attitude-oriented projection,Lisamouth,female,Bolivia,10/06/2016 22:21,0
52.67,44,14775.5,191.26,Persevering 5thgeneration knowledge user,New Hollyberg,female,Jersey,19/05/2016 06:37,1
80.55,35,68016.9,219.91,Extended grid-enabled hierarchy,Port Brittanyville,female,British Virgin Islands,28/03/2016 23:01,0
67.85,41,78520.99,202.7,Reactive tangible contingency,East Ronald,male,Saint Helena,21/01/2016 22:51,1
75.55,36,31998.72,123.71,Decentralized attitude-oriented interface,South Davidmouth,male,Bosnia and Herzegovina,12/03/2016 06:05,1
80.46,29,56909.3,230.78,Mandatory coherent groupware,Carterton,female,India,04/06/2016 09:13,0
82.69,29,61161.29,167.41,Fully-configurable eco-centric frame,Rachelhaven,male,Georgia,24/05/2016 10:16,0
35.21,39,52340.1,154,Advanced disintermediate data-warehouse,New Timothy,male,United States Minor Outlying Islands,25/03/2016 06:36,1
36.37,40,47338.94,144.53,Quality-focused zero-defect data-warehouse,North Jessicaville,male,Kiribati,22/04/2016 00:28,1
74.07,22,50950.24,165.43,Cross-group non-volatile secured line,Joneston,male,Ghana,22/03/2016 04:13,0
59.96,33,77143.61,197.66,Expanded modular application,Staceyfort,female,Samoa,14/01/2016 08:27,1
85.62,29,57032.36,195.68,Triple-buffered systematic info-mediaries,South Dianeshire,female,Iran,14/04/2016 21:37,0
40.88,33,48554.45,136.18,Networked non-volatile synergy,West Shannon,male,Costa Rica,31/05/2016 17:50,1
36.98,31,39552.49,167.87,Fully-configurable clear-thinking throughput,Micheletown,male,Northern Mariana Islands,17/03/2016 06:25,1
35.49,47,36884.23,170.04,Front-line actuating functionalities,North Brittanyburgh,female,Liechtenstein,13/04/2016 07:07,1
56.56,26,68783.45,204.47,Compatible composite project,Port Jasmine,male,Grenada,03/02/2016 22:11,0
36.62,32,51119.93,162.44,Customer-focused solution-oriented software,New Sabrina,male,Poland,02/02/2016 19:59,1
49.35,49,44304.13,119.86,Inverse stable synergy,Lake Charlottestad,female,Kenya,07/04/2016 20:38,1
75.64,29,69718.19,204.82,Pre-emptive well-modulated moderator,West Rhondamouth,male,Iran,15/03/2016 19:35,0
79.22,27,63429.18,198.79,Intuitive modular system engine,North Debra,male,Belgium,11/03/2016 12:39,0
77.05,34,65756.36,236.08,Centralized value-added hierarchy,Villanuevastad,female,Namibia,17/05/2016 18:06,0
66.83,46,77871.75,196.17,Assimilated hybrid initiative,North Jeremyport,male,Cyprus,28/02/2016 23:10,0
76.2,24,47258.59,228.81,Optimized coherent Internet solution,Lake Susan,male,Japan,02/03/2016 06:35,0
56.64,29,55984.89,123.24,Versatile 6thgeneration parallelism,Lake John,male,Zimbabwe,27/02/2016 08:52,1
53.33,34,44275.13,111.63,Configurable impactful productivity,Courtneyfort,male,Andorra,14/03/2016 04:34,1
50.63,50,25767.16,142.23,Operative full-range forecast,Tammymouth,female,Luxembourg,10/03/2016 15:07,1
41.84,49,37605.11,139.32,Operative secondary functionalities,Lake Vanessa,female,Cyprus,01/05/2016 08:27,1
53.92,41,25739.09,125.46,Business-focused transitional solution,Lake Amanda,male,Turkey,12/06/2016 11:17,1
83.89,28,60188.38,180.88,Ameliorated intermediate Graphical User Interface,Mariemouth,male,Hong Kong,28/05/2016 12:20,0
55.32,43,67682.32,127.65,Managed 24hour analyzer,Port Douglasborough,female,Netherlands,18/03/2016 09:08,1
53.22,44,44307.18,108.85,Horizontal client-server database,Port Aprilville,female,United States Virgin Islands,26/05/2016 06:03,1
43.16,35,25371.52,156.11,Implemented didactic support,Williamsport,male,Marshall Islands,06/07/2016 03:40,1
67.51,43,23942.61,127.2,Digitized homogeneous core,Lake Faith,female,Western Sahara,29/04/2016 14:10,1
43.16,29,50666.5,143.04,Robust holistic application,Wendyville,male,Saint Vincent and the Grenadines,05/03/2016 20:53,1
79.89,30,50356.06,241.38,Synergized uniform hierarchy,Angelhaven,male,United States of America,30/05/2016 08:35,0
84.25,32,63936.5,170.9,Pre-emptive client-driven secured line,New Sean,male,Angola,10/04/2016 06:32,0
74.18,28,69874.18,203.87,Front-line even-keeled website,Lake Lisa,female,Cayman Islands,20/01/2016 02:31,0
85.78,34,50038.65,232.78,Persistent fault-tolerant service-desk,Valerieland,female,Swaziland,20/07/2016 21:53,0
80.96,39,67866.95,225,Integrated leadingedge frame,New Travis,male,Wallis and Futuna,17/01/2016 04:12,0
36.91,48,54645.2,159.69,Ameliorated coherent open architecture,North Samantha,female,Zimbabwe,24/02/2016 07:13,1
54.47,23,46780.09,141.52,Vision-oriented bifurcated contingency,Holderville,female,Chad,26/03/2016 19:37,1
81.98,34,67432.49,212.88,Up-sized maximized model,Patrickmouth,female,Saint Martin,04/06/2016 09:25,0
79.6,39,73392.28,194.23,Organized global flexibility,Lake Deannaborough,female,Rwanda,22/04/2016 07:48,0
57.51,38,47682.28,105.71,Re-engineered zero-defect open architecture,Jeffreymouth,female,Moldova,31/03/2016 08:53,1
82.3,31,56735.83,232.21,Balanced executive definition,Davieshaven,female,Gabon,16/04/2016 08:36,0
73.21,30,51013.37,252.6,Networked logistical info-mediaries,Lake Jessicaville,male,Denmark,12/05/2016 20:57,1
79.09,32,69481.85,209.72,Optimized multimedia website,Hernandezchester,male,Svalbard & Jan Mayen Islands,07/05/2016 21:32,0
68.47,28,67033.34,226.64,Focused coherent success,North Kennethside,female,Poland,25/06/2016 00:33,0
83.69,36,68717,192.57,Robust context-sensitive neural-net,Shelbyport,female,Fiji,23/03/2016 05:27,0
83.48,31,59340.99,222.72,Intuitive zero administration adapter,Williamport,male,Philippines,04/03/2016 13:47,0
43.49,45,47968.32,124.67,Synchronized full-range portal,Smithside,female,Vietnam,14/06/2016 12:08,1
66.69,35,48758.92,108.27,Integrated encompassing support,Vanessastad,female,Jersey,11/05/2016 19:13,1
48.46,49,61230.03,132.38,Devolved human-resource circuit,Lisamouth,male,Indonesia,21/01/2016 23:33,1
42.51,30,54755.71,144.77,Grass-roots transitional flexibility,Lake Rhondaburgh,male,Palestinian Territory,15/01/2016 19:45,1
42.83,34,54324.73,132.38,Vision-oriented methodical support,Cunninghamhaven,male,Latvia,23/04/2016 09:42,1
41.46,42,52177.4,128.98,Integrated impactful groupware,Robertstown,male,Malta,23/05/2016 08:06,1
45.99,33,51163.14,124.61,Face-to-face methodical intranet,South Mark,male,Afghanistan,27/02/2016 15:04,1
68.72,27,66861.67,225.97,Fundamental tangible moratorium,New Taylorburgh,female,Austria,23/02/2016 17:37,0
63.11,34,63107.88,254.94,Balanced mobile Local Area Network,Port Karenfurt,male,Micronesia,17/03/2016 22:59,0
49.21,46,49206.4,115.6,Realigned 24/7 core,Carterland,female,Mexico,28/02/2016 03:34,1
55.77,49,55942.04,117.33,Fully-configurable high-level groupware,East Shawn,male,Chile,15/03/2016 14:33,1
44.13,40,33601.84,128.48,Ameliorated discrete extranet,West Derekmouth,male,Cuba,03/03/2016 20:20,1
57.82,46,48867.36,107.56,Centralized asynchronous portal,Brandiland,male,Belarus,06/04/2016 14:16,1
72.46,40,56683.32,113.53,Enhanced tertiary utilization,Cervantesshire,female,Malawi,01/05/2016 09:23,1
61.88,45,38260.89,108.18,Balanced disintermediate conglomeration,North Debrashire,female,Afghanistan,30/05/2016 08:02,1
78.24,23,54106.21,199.29,Sharable value-added solution,Deannaville,female,Luxembourg,04/04/2016 11:39,0
74.61,38,71055.22,231.28,Networked impactful framework,East Christopher,male,South Africa,06/04/2016 23:10,0
89.18,37,46403.18,224.01,Public-key impactful neural-net,Rickymouth,male,Nepal,26/04/2016 21:45,0
44.16,42,61690.93,133.42,Innovative interactive portal,Port Dennis,male,Spain,25/05/2016 00:34,1
55.74,37,26130.93,124.34,Networked asymmetric infrastructure,Lake Michelle,male,Hong Kong,11/02/2016 16:45,1
88.82,36,58638.75,169.1,Assimilated discrete strategy,East Johnport,female,Slovakia (Slovak Republic),30/01/2016 00:05,0
70.39,32,47357.39,261.52,Phased 5thgeneration open system,Sabrinaview,male,Cayman Islands,12/07/2016 10:56,0
59.05,52,50086.17,118.45,Upgradable logistical flexibility,Kristinfurt,male,Uganda,23/04/2016 03:46,1
78.58,33,51772.58,250.11,Centralized user-facing service-desk,Chapmanland,male,Vanuatu,16/04/2016 10:36,0
35.11,35,47638.3,158.03,Extended analyzing emulation,North Jonathan,male,Anguilla,11/03/2016 13:07,1
60.39,45,38987.42,108.25,Front-line methodical utilization,Port Christina,male,Switzerland,02/03/2016 15:39,1
81.56,26,51363.16,213.7,Open-source scalable protocol,Juanport,male,Zimbabwe,13/07/2016 21:31,0
75.03,34,35764.49,255.57,Networked local secured line,East Mike,female,Uruguay,29/05/2016 18:12,1
50.87,24,62939.5,190.41,Programmable empowering orchestration,North Angelatown,female,Liberia,10/05/2016 17:13,1
82.8,30,58776.67,223.2,Enhanced systemic benchmark,West Steven,male,Egypt,07/05/2016 08:39,0
78.51,25,59106.12,205.71,Focused web-enabled Graphical User Interface,Riggsstad,male,Greece,17/01/2016 13:27,0
37.65,51,50457.01,161.29,Automated stable help-desk,Davidview,male,Bahrain,09/03/2016 06:22,1
83.17,43,54251.78,244.4,Managed national hardware,Port Kevinborough,male,Sri Lanka,05/04/2016 18:02,0
91.37,45,51920.49,182.65,Re-engineered composite moratorium,Lawsonshire,male,Kazakhstan,01/04/2016 07:37,1
68.25,29,70324.8,220.08,Phased fault-tolerant definition,Wagnerchester,female,Greenland,15/02/2016 16:18,0
81.32,25,52416.18,165.65,Pre-emptive next generation Internet solution,Daisymouth,female,Moldova,08/03/2016 05:12,0
76.64,39,66217.31,241.5,Reverse-engineered web-enabled support,North Daniel,male,Poland,09/02/2016 23:38,0
74.06,50,60938.73,246.29,Horizontal intermediate monitoring,Port Jacquelinestad,male,Anguilla,17/06/2016 09:38,0
39.53,33,40243.82,142.21,Intuitive transitional artificial intelligence,New Teresa,male,Central African Republic,01/06/2016 12:27,1
86.58,32,60151.77,195.93,Business-focused asynchronous budgetary management,Henryfort,male,Mexico,26/02/2016 23:44,0
90.75,40,45945.88,216.5,Decentralized methodical capability,Lake Joseph,female,Togo,11/03/2016 09:58,0
67.71,25,63430.33,225.76,Synergized intangible open system,Daviesborough,male,Armenia,28/04/2016 02:55,0
82.41,36,65882.81,222.08,Stand-alone logistical service-desk,North Brandon,female,Nicaragua,12/04/2016 04:22,0
45.82,27,64410.8,171.24,Expanded full-range synergy,Adamside,male,Eritrea,10/02/2016 20:43,1
76.79,27,55677.12,235.94,Open-architected intangible strategy,Wademouth,female,Canada,01/05/2016 23:21,0
70.05,33,75560.65,203.44,Diverse directional hardware,North Raymond,female,Croatia,24/03/2016 17:48,0
72.19,32,61067.58,250.32,Balanced discrete approach,Randolphport,male,Switzerland,22/04/2016 19:45,0
77.35,34,72330.57,167.26,Total bi-directional success,East Troyhaven,female,Yemen,09/03/2016 12:10,0
40.34,29,32549.95,173.75,Object-based motivating instruction set,Clarkborough,female,Tokelau,30/03/2016 05:29,1
67.39,44,51257.26,107.19,Realigned intermediate application,Josephberg,female,Armenia,24/01/2016 13:41,1
68.68,34,77220.42,187.03,Sharable encompassing database,Lake Jenniferton,male,Equatorial Guinea,15/07/2016 09:42,0
81.75,43,52520.75,249.45,Progressive 24/7 definition,Lake Jose,female,Barbados,07/06/2016 05:41,0
66.03,22,59422.47,217.37,Pre-emptive next generation strategy,Ashleymouth,female,American Samoa,31/05/2016 23:32,0
47.74,33,22456.04,154.93,Open-source 5thgeneration leverage,Henryland,male,Saint Lucia,14/05/2016 14:49,1
79.18,31,58443.99,236.96,Open-source holistic productivity,Lake Danielle,female,Algeria,10/01/2016 20:18,0
86.81,29,50820.74,199.62,Multi-channeled scalable moratorium,Joshuaburgh,male,Turkmenistan,21/02/2016 16:57,0
41.53,42,67575.12,158.81,Optional tangible productivity,South Jeanneport,female,Mayotte,23/05/2016 00:32,1
70.92,39,66522.79,249.81,Up-sized intangible circuit,New Nathan,male,South Africa,21/07/2016 20:30,0
46.84,45,34903.67,123.22,Virtual homogeneous budgetary management,Jonesshire,female,Macao,15/05/2016 18:44,1
44.4,53,43073.78,140.95,Phased zero-defect portal,Mariahview,male,France,30/06/2016 00:43,1
52.17,44,57594.7,115.37,Optional modular throughput,New Julianberg,male,Equatorial Guinea,24/02/2016 06:17,1
81.45,31,66027.31,205.84,Triple-buffered human-resource complexity,Randyshire,male,Mali,30/05/2016 21:22,0
54.08,36,53012.94,111.02,Innovative cohesive pricing structure,Philipberg,male,Mayotte,02/06/2016 04:14,1
76.65,31,61117.5,238.43,Function-based executive moderator,West Dennis,female,Pakistan,18/04/2016 07:00,0
54.39,20,52563.22,171.9,Digitized content-based circuit,Richardshire,male,Guadeloupe,29/02/2016 18:06,1
37.74,40,65773.49,190.95,Balanced uniform algorithm,Lake James,female,Denmark,27/05/2016 12:45,1
69.86,25,50506.44,241.36,Triple-buffered foreground encryption,Austinborough,female,New Zealand,12/01/2016 21:17,0
85.37,36,66262.59,194.56,Front-line system-worthy flexibility,Alexandrafort,male,Netherlands Antilles,27/01/2016 17:08,0
80.99,26,35521.88,207.53,Centralized clear-thinking Graphic Interface,Melissastad,male,Belarus,10/06/2016 03:56,0
78.84,32,62430.55,235.29,Optimized 5thgeneration moratorium,Gonzalezburgh,male,Taiwan,09/04/2016 09:26,0
77.36,41,49597.08,115.79,Fully-configurable asynchronous firmware,Port Jennifer,female,El Salvador,26/02/2016 06:00,1
55.46,37,42078.89,108.1,Exclusive systematic algorithm,Chrismouth,female,Taiwan,21/02/2016 23:07,1
35.66,45,46197.59,151.72,Exclusive cohesive intranet,Port Beth,female,Peru,29/04/2016 14:08,1
50.78,51,49957,122.04,Vision-oriented asynchronous Internet solution,West David,female,Liberia,11/02/2016 17:02,1
40.47,38,24078.93,203.9,Sharable 5thgeneration access,Fraziershire,female,Burundi,22/07/2016 07:44,1
45.62,43,53647.81,121.28,Monitored homogeneous artificial intelligence,Robertfurt,female,Macao,26/06/2016 02:34,1
84.76,30,61039.13,178.69,Monitored 24/7 moratorium,South Pamela,female,Venezuela,14/05/2016 23:08,0
80.64,26,46974.15,221.59,Vision-oriented real-time framework,North Laurenview,female,Luxembourg,24/05/2016 10:04,0
75.94,27,53042.51,236.96,Future-proofed stable function,Campbellstad,male,Italy,16/02/2016 12:05,0
37.01,50,48826.14,216.01,Secured encompassing Graphical User Interface,Port Derekberg,female,San Marino,20/03/2016 02:44,1
87.18,31,58287.86,193.6,Right-sized logistical middleware,West Andrew,female,Madagascar,31/01/2016 05:12,0
56.91,50,21773.22,146.44,Team-oriented executive core,West Randy,female,Norfolk Island,01/04/2016 05:17,1
75.24,24,52252.91,226.49,Vision-oriented next generation solution,South Christopher,female,Vanuatu,25/02/2016 16:33,0
42.84,52,27073.27,182.2,Enhanced optimizing website,Lake Michellebury,male,Tunisia,21/03/2016 11:02,1
67.56,47,50628.31,109.98,Reduced background data-warehouse,Zacharyton,female,Paraguay,12/02/2016 05:20,1
34.96,42,36913.51,160.49,Right-sized mobile initiative,West James,male,Macedonia,01/06/2016 16:10,1
87.46,37,61009.1,211.56,Synergized grid-enabled framework,Millerview,male,Heard Island and McDonald Islands,16/06/2016 03:17,0
41.86,39,53041.77,128.62,Open-source stable paradigm,Hawkinsbury,male,Ethiopia,26/03/2016 15:28,1
34.04,34,40182.84,174.88,Reverse-engineered context-sensitive emulation,Elizabethport,male,El Salvador,16/02/2016 07:37,1
54.96,42,59419.78,113.75,Public-key disintermediate emulation,West Amanda,male,Niger,28/02/2016 09:31,1
87.14,31,58235.21,199.4,Up-sized bifurcated capability,Wadestad,male,Timor-Leste,18/05/2016 01:00,0
78.79,32,68324.48,215.29,Stand-alone background open system,Mauriceshire,male,Uruguay,21/02/2016 13:11,0
65.56,25,69646.35,181.25,Stand-alone explicit orchestration,West Arielstad,male,Somalia,05/01/2016 12:59,0
81.05,34,54045.39,245.5,Configurable asynchronous application,Adamsstad,female,Malaysia,18/05/2016 00:07,0
55.71,37,57806.03,112.52,Upgradable 4thgeneration portal,Lake James,male,Korea,06/03/2016 23:26,1
45.48,49,53336.76,129.16,Networked client-server solution,Blairborough,male,Lao People's Democratic Republic,19/05/2016 04:23,1
47,56,50491.45,149.53,Public-key bi-directional Graphical User Interface,New Marcusbury,female,Bahamas,29/04/2016 20:40,1
59.64,51,71455.62,153.12,Re-contextualized human-resource success,Evansville,male,Guyana,03/05/2016 01:09,1
35.98,45,43241.88,150.79,Front-line fresh-thinking installation,Huffmanchester,female,Ethiopia,27/06/2016 21:51,1
72.55,22,58953.01,202.34,Balanced empowering success,New Cynthia,female,Bosnia and Herzegovina,08/02/2016 07:33,0
91.15,38,36834.04,184.98,Robust uniform framework,Joshuamouth,female,Cyprus,22/02/2016 07:04,0
80.53,29,66345.1,187.64,Sharable upward-trending support,West Benjamin,female,Singapore,21/03/2016 08:13,0
82.49,45,38645.4,130.84,Assimilated multi-state paradigm,Williamsfort,female,Dominican Republic,31/05/2016 00:58,1
80.94,36,60803,239.94,Self-enabling local strategy,North Tiffany,female,Bermuda,01/01/2016 05:31,0
61.76,34,33553.9,114.69,Open-source local approach,Edwardsport,female,Jamaica,27/05/2016 08:53,1
63.3,38,63071.34,116.19,Polarized intangible encoding,Lake Evantown,female,Saint Barthelemy,09/05/2016 07:13,1
36.73,34,46737.34,149.79,Multi-lateral attitude-oriented adapter,South Henry,male,Albania,27/06/2016 01:56,1
78.41,33,55368.67,248.23,Multi-lateral 24/7 Internet solution,Harmonhaven,male,Mozambique,03/06/2016 04:51,0
83.98,36,68305.91,194.62,Profit-focused secondary portal,West Gregburgh,female,Zimbabwe,24/02/2016 00:44,0
63.18,45,39211.49,107.92,Reactive upward-trending migration,Hansenland,female,Georgia,05/03/2016 12:03,1
50.6,48,65956.71,135.67,Customer-focused fault-tolerant implementation,Port Michaelmouth,female,Brazil,15/01/2016 22:49,1
32.6,38,40159.2,190.05,Customizable homogeneous contingency,Tylerport,female,Syrian Arab Republic,12/02/2016 03:39,1
60.83,19,40478.83,185.46,Versatile next generation pricing structure,West Lacey,male,Palestinian Territory,19/02/2016 20:49,0
44.72,46,40468.53,123.86,Cross-group systemic customer loyalty,North Jenniferburgh,male,Grenada,12/03/2016 02:48,1
78.76,51,66980.27,162.05,Face-to-face modular budgetary management,South Davidhaven,female,Ghana,23/07/2016 04:04,1
79.51,39,34942.26,125.11,Proactive non-volatile encryption,North Charlesbury,male,Brunei Darussalam,06/03/2016 09:33,1
39.3,32,48335.2,145.73,Decentralized bottom-line help-desk,Jonathanland,female,Lithuania,24/02/2016 04:11,1
64.79,30,42251.59,116.07,Visionary mission-critical application,North Virginia,female,Maldives,17/02/2016 20:22,1
89.8,36,57330.43,198.24,User-centric attitude-oriented adapter,West Tanner,female,Lesotho,02/02/2016 04:57,0
72.82,34,75769.82,191.82,User-centric discrete success,Jonesmouth,male,Czech Republic,27/01/2016 16:06,0
38.65,31,51812.71,154.77,Total even-keeled architecture,Port Jason,male,Iceland,24/05/2016 09:50,1
59.01,30,75265.96,178.75,Focused multimedia implementation,West Annefort,male,Philippines,08/02/2016 22:45,1
78.96,50,69868.48,193.15,Stand-alone well-modulated product,East Jason,female,Cayman Islands,12/02/2016 01:55,1
63.99,43,72802.42,138.46,Ameliorated bandwidth-monitored contingency,North Cassie,female,Haiti,11/01/2016 08:18,1
41.35,27,39193.45,162.46,Streamlined homogeneous analyzer,Hintonport,male,Colombia,03/03/2016 03:51,1
62.79,36,18368.57,231.87,Total coherent archive,New James,male,Luxembourg,30/05/2016 20:08,1
45.53,29,56129.89,141.58,Front-line neutral alliance,North Destiny,female,United Arab Emirates,22/04/2016 22:01,1
51.65,31,58996.56,249.99,Virtual context-sensitive support,Mclaughlinbury,female,Ireland,25/05/2016 10:39,0
54.55,44,41547.62,109.04,Re-engineered optimal policy,West Gabriellamouth,female,Canada,04/02/2016 03:10,1
35.66,36,59240.24,172.57,Implemented uniform synergy,Alvarezland,female,Svalbard & Jan Mayen Islands,21/02/2016 20:09,1
69.95,28,56725.47,247.01,Horizontal even-keeled challenge,New Julie,female,Malta,28/04/2016 01:24,0
79.83,29,55764.43,234.23,Innovative regional groupware,North Frankstad,male,Sudan,18/05/2016 19:33,0
85.35,37,64235.51,161.42,Exclusive multi-state Internet solution,Claytonside,male,Ecuador,17/02/2016 11:15,0
56.78,28,39939.39,124.32,Mandatory empowering focus group,Melanieton,female,Senegal,19/06/2016 23:04,1
78.67,26,63319.99,195.56,Proactive 5thgeneration frame,Lake Michaelport,female,Cambodia,20/02/2016 09:54,0
70.09,21,54725.87,211.17,Automated full-range Internet solution,East Benjaminville,female,Belarus,22/01/2016 12:58,0
60.75,42,69775.75,247.05,Fully-configurable systemic productivity,Garrettborough,male,Guyana,19/02/2016 13:26,0
65.07,24,57545.56,233.85,Multi-lateral multi-state encryption,Port Raymondfort,female,Mali,03/01/2016 07:13,0
35.25,50,47051.02,194.44,Intuitive global website,Waltertown,female,Iran,03/01/2016 04:39,1
37.58,52,51600.47,176.7,Exclusive disintermediate Internet solution,Cameronberg,male,Bulgaria,13/04/2016 13:04,1
68.01,25,68357.96,188.32,Ameliorated actuating workforce,Kaylashire,male,Afghanistan,01/01/2016 03:35,0
45.08,38,35349.26,125.27,Synergized clear-thinking protocol,Fosterside,female,Liberia,27/03/2016 08:32,1
63.04,27,69784.85,159.05,Triple-buffered multi-state complexity,Davidstad,female,Netherlands Antilles,10/07/2016 16:25,1
40.18,29,50760.23,151.96,Enhanced intangible portal,Lake Tracy,female,Hong Kong,25/06/2016 04:21,1
45.17,48,34418.09,132.07,Down-sized background groupware,Taylormouth,male,Palau,27/01/2016 14:41,1
50.48,50,20592.99,162.43,Switchable real-time product,Dianaville,female,Malawi,16/05/2016 18:51,1
80.87,28,63528.8,203.3,Ameliorated local workforce,Collinsburgh,female,Uruguay,27/02/2016 20:20,0
41.88,40,44217.68,126.11,Streamlined exuding adapter,Port Rachel,male,Cyprus,28/02/2016 23:54,1
39.87,48,47929.83,139.34,Business-focused user-facing benchmark,South Rebecca,male,Mexico,13/06/2016 06:11,1
61.84,45,46024.29,105.63,Reactive bi-directional standardization,Port Joshuafort,male,Niger,05/05/2016 11:07,1
54.97,31,51900.03,116.38,Virtual bifurcated portal,Robinsontown,male,France,07/07/2016 12:17,1
71.4,30,72188.9,166.31,Integrated 3rdgeneration monitoring,Beckton,female,Japan,24/05/2016 17:07,0
70.29,31,56974.51,254.65,Balanced responsive open system,New Frankshire,male,Norfolk Island,30/03/2016 14:36,0
67.26,57,25682.65,168.41,Focused incremental Graphic Interface,North Derekville,male,Bulgaria,27/05/2016 05:54,1
76.58,46,41884.64,258.26,Secured 24hour policy,West Sydney,female,Uzbekistan,03/01/2016 16:30,0
54.37,38,72196.29,140.77,Up-sized asymmetric firmware,Lake Matthew,female,Mexico,25/06/2016 18:17,1
82.79,32,54429.17,234.81,Distributed fault-tolerant service-desk,Lake Zacharyfurt,male,Brunei Darussalam,24/02/2016 10:36,0
66.47,31,58037.66,256.39,Vision-oriented human-resource synergy,Lindsaymouth,male,France,03/03/2016 03:13,0
72.88,44,64011.26,125.12,Customer-focused explicit challenge,Sarahland,female,Yemen,21/04/2016 19:56,1
76.44,28,59967.19,232.68,Synchronized human-resource moderator,Port Julie,male,Northern Mariana Islands,06/04/2016 17:26,0
63.37,43,43155.19,105.04,Open-architected full-range projection,Michaelshire,male,Poland,23/03/2016 12:53,1
89.71,48,51501.38,204.4,Versatile local forecast,Sarafurt,male,Bahrain,17/02/2016 07:00,0
70.96,31,55187.85,256.4,Ameliorated user-facing help-desk,South Denise,female,Saint Pierre and Miquelon,26/06/2016 07:01,0
35.79,44,33813.08,165.62,Enterprise-wide tangible model,North Katie,male,Tonga,20/04/2016 13:36,1
38.96,38,36497.22,140.67,Versatile mission-critical application,Mauricefurt,male,Comoros,21/07/2016 16:02,1
